decimal_date;T1;T2;T3;T4;T5
2000.124;119.80567403305416;136.86301371087586;117.2242439535829;120.71242039723302;158.38767234735664
2000.206;123.11081682088606;140.57043475339503;120.25524878480395;123.92159676607088;161.95518181515226
2000.29;126.21605589208323;144.18876889418777;123.08498745205505;127.02948529979582;165.2932750096115
2000.373;129.2287679694164;147.63669232897243;125.70776557262424;129.95990812320818;168.35883987636512
2000.456;132.12629648561642;150.84036555999464;128.16323448625803;132.6658778504934;171.16592362050864
2000.54;134.84755684072715;153.77908628461722;130.65904997415936;135.22511340664553;173.81941317891
2000.624;137.36063055500043;156.47158777040437;133.00248488203658;137.59531437807968;176.25988115206172
2000.708;139.66649257103714;158.94873806350387;135.1271431545455;139.73629661291335;178.44640335075164
2000.791;141.75934533328504;161.19212325859482;137.05206677985925;141.6989305017146;180.3984547512256
2000.874;143.63789502487654;163.18791180646244;138.78057864959126;143.54623269585102;182.08009528599877
2000.958;145.32882275277026;164.94741876709037;140.3150888450999;145.18197651594951;183.49809780066548
2001.042;146.9280321757774;166.51246033102234;141.66184491070575;146.63969074417702;184.64838252007183
2001.123;148.44250565257815;167.94555893605653;142.84908391160153;147.94915782717558;185.58878375484392
2001.204;149.735577930604;169.14594564431073;143.92731933911975;149.07855166380656;186.352524366368
2001.288;150.8222862338209;170.1063915651264;144.91665316579392;149.9884374993283;186.86885342503192
2001.371;151.70558501518218;170.83350702693866;145.7356974078726;150.687858105481;187.144629003654
2001.455;152.3873544962626;171.3330672413218;146.39535436295955;151.17907788494097;187.1796040771989
2001.538;152.86767244473984;171.61496553796275;146.88838680202392;151.4580957392877;187.00756408091257
2001.623;153.1753990154;171.67198385408412;147.2055696696522;151.58926079796785;186.6354702535624
2001.707;153.41272284194164;171.51506818407054;147.34539323339587;151.60687925763256;186.051956592298
2001.79;153.48330470948196;171.22874710011197;147.32607721186972;151.48712462163027;185.35681192046675
2001.874;153.37124459511767;170.8238128016987;147.22169955628888;151.2214982092087;184.4697833574025
2001.958;153.07539562695524;170.20622056174042;146.9587789344616;150.76760801471607;183.37488429138787
2002.042;152.59705642314606;169.38749958035066;146.54065934628892;150.12156074077544;182.07394456869375
2002.123;151.94110794620084;168.37068597295118;145.98476382109243;149.30391545386516;180.5768057078625
2002.204;151.10392796211883;167.16297558619297;145.28185589440926;148.3580116323505;178.90629269439142
2002.288;150.26299872985376;165.78480329657907;144.41446456086365;147.33438494239084;177.10235876948
2002.371;149.348698802828;164.28040095241423;143.43429742458835;146.17449417815803;175.21764574577048
2002.455;148.26172585468123;162.71427651011896;142.37814580803533;144.8478372538656;173.20304810745623
